header_line
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14
2/04/2025   700 AM  NY  Clinton  Ellenburg      44.89550  -73.84500  SNOW  2.8  Inch  NYS Mesonet  Storm Total Snow
2/04/2025   700 AM  NY  Clinton  Chazy  2  WNW  44.89570  -73.46460  SNOW  1.2  Inch  NYS Mesonet  Storm Total Snow
2/04/2025   700 AM  NY  Clinton  Cadyville  2  WNW  44.70760  -73.67120  SNOW  0.8  Inch  NYS Mesonet  Storm Total Snow
2/04/2025   811 AM  NY  Essex  Lake Placid      44.30420  -73.98390  SNOW  5.0  Inch  Co-Op Observer  Storm Total Snow
2/04/2025   745 AM  NY  Essex  Bloomingdale    NW  44.40920  -74.09100  SNOW  4.4  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   700 AM  NY  Essex  Wilmington  2  W  44.39320  -73.85880  SNOW  3.1  Inch  NYS Mesonet  Storm Total Snow
2/04/2025   700 AM  NY  Essex  North Elba  3  S  44.20276  -73.95470  SNOW  2.8  Inch  NYS Mesonet  Storm Total Snow
2/04/2025   755 AM  NY  Essex  Olmstedville  5  NNE  43.83350  -73.89780  SNOW  2.1  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   700 AM  NY  Essex  Newcomb  3  W  43.96999  -74.22835  SNOW  1.6  Inch  NYS Mesonet  Storm Total Snow
2/04/2025   700 AM  NY  Essex  Wilmington  3  NNE  44.42980  -73.79910  SNOW  1.3  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   700 AM  NY  Essex  North Hudson  4  NNE  44.01310  -73.70520  SNOW  0.8  Inch  NYS Mesonet  Storm Total Snow
2/04/2025  1255 AM  NY  Franklin  Paul Smiths      44.43000  -74.25000  SNOW  7.0  Inch  Public  Storm Total Snow
2/04/2025   700 AM  NY  Franklin  Gabriels  1  S  44.41740  -74.17870  SNOW  5.9  Inch  NYS Mesonet  Storm Total Snow
2/04/2025   508 AM  NY  Franklin  Saranac Lake  6  N  44.41360  -74.15210  SNOW  5.8  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   700 AM  NY  Franklin  Malone  2  W  44.85290  -74.32890  SNOW  3.9  Inch  NYS Mesonet  Storm Total Snow
2/04/2025   700 AM  NY  Franklin  Tupper Lake  1  WSW  44.23070  -74.43820  SNOW  3.5  Inch  Co-Op Observer  Storm Total Snow
2/04/2025   700 AM  NY  Franklin  Tupper Lake  1  E  44.22130  -74.43830  SNOW  3.5  Inch  NYS Mesonet  Storm Total Snow
2/04/2025   637 AM  NY  St. Lawrence  South Colton  1  WSW  44.49529  -74.90602  SNOW  8.0  Inch  Trained Spotter  Storm Total Snow
2/04/2025   700 AM  NY  St. Lawrence  Edwards      44.32150  -75.24380  SNOW  5.9  Inch  NYS Mesonet  Storm Total Snow
2/04/2025   700 AM  NY  St. Lawrence  Potsdam  1  SSE  44.65690  -74.97440  SNOW  5.5  Inch  NYS Mesonet  Storm Total Snow
2/04/2025   841 AM  NY  St. Lawrence  Potsdam  2  SSW  44.63799  -75.01303  SNOW  5.3  Inch  Public  Storm Total Snow
2/04/2025   700 AM  NY  St. Lawrence  Edwardsville  1  WSW  44.51300  -75.61730  SNOW  3.5  Inch  NYS Mesonet  Storm Total Snow
2/04/2025   750 AM  NY  St. Lawrence  Heuvelton    WNW  44.61880  -75.40980  SNOW  3.2  Inch  CoCoRaHS  Storm Total Snow
2/03/2025   700 PM  NY  St. Lawrence  Gouverneur  3  W  44.35400  -75.51230  SNOW  3.0  Inch  Co-Op Observer  Storm Total Snow
2/04/2025   900 AM  NY  St. Lawrence  Massena      44.92773  -74.88682  SNOW  2.8  Inch  Trained Spotter  Storm Total Snow
2/04/2025   700 AM  VT  Addison  South Lincoln  1  NE  44.07460  -72.97180  SNOW  4.0  Inch  Co-Op Observer  Storm Total Snow
2/04/2025   900 AM  VT  Addison  Starksboro  4  ENE  44.24460  -72.97090  SNOW  1.9  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   700 AM  VT  Addison  Orwell  1  WNW  43.81190  -73.31970  SNOW  0.3  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   700 AM  VT  Addison  Middlebury    N  44.01810  -73.16840  SNOW  0.2  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   750 AM  VT  Caledonia  Sutton      44.61220  -72.04810  SNOW  4.6  Inch  Co-Op Observer  Storm Total Snow
2/04/2025   700 AM  VT  Caledonia  Wheelock  2  S  44.56490  -72.08830  SNOW  4.2  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   700 AM  VT  Caledonia  Wells River  2  WNW  44.23020  -72.10520  SNOW  3.6  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   800 AM  VT  Caledonia  Danville    N  44.41770  -72.13940  SNOW  3.5  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   815 AM  VT  Caledonia  Barnet  4  W  44.30020  -72.11950  SNOW  1.5  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   720 AM  VT  Caledonia  St. Johnsbury    N  44.42420  -72.02190  SNOW  1.3  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   720 AM  VT  Chittenden  Underhill  5  NNE  44.59810  -72.91880  SNOW  4.0  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   700 AM  VT  Chittenden  Underhill  4  NNE  44.58770  -72.92250  SNOW  3.8  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   834 AM  VT  Chittenden  Westford  2  NW  44.64047  -73.04878  SNOW  2.9  Inch  NWS Employee  Storm Total Snow
2/04/2025   700 AM  VT  Chittenden  Huntington  1  E  44.32490  -72.96570  SNOW  2.9  Inch  CoCoRaHS  Storm Total Snow
2/03/2025   400 PM  VT  Chittenden  Charlotte      44.31060  -73.24950  SNOW  2.5  Inch  Co-Op Observer  Storm Total Snow
2/04/2025   645 AM  VT  Chittenden  Nashville  1  E  44.44970  -72.92640  SNOW  2.1  Inch  Co-Op Observer  Storm Total Snow
2/04/2025   700 AM  VT  Chittenden  Colchester  1  N  44.54448  -73.15000  SNOW  2.0  Inch  NWS Employee  Storm Total Snow
2/04/2025   700 AM  VT  Chittenden  Williston    WSW  44.43670  -73.07150  SNOW  1.6  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   800 AM  VT  Chittenden  Williston  3  NW  44.46110  -73.11740  SNOW  1.5  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   700 AM  VT  Chittenden  Huntington  2  SW  44.30650  -73.00520  SNOW  1.0  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   700 AM  VT  Chittenden  Hinesburg  2  SW  44.31660  -73.13530  SNOW  1.0  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   730 AM  VT  Chittenden  Charlotte  3  NE  44.34920  -73.24440  SNOW  0.5  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   700 AM  VT  Essex  East Haven  1  S  44.64250  -71.89120  SNOW  4.7  Inch  Co-Op Observer  Storm Total Snow
2/04/2025   500 AM  VT  Essex  Lunenburg  2  NNW  44.49320  -71.70450  SNOW  4.0  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   855 AM  VT  Essex  Maidstone  4  WNW  44.66190  -71.65035  SNOW  3.6  Inch  Public  Storm Total Snow
2/04/2025   100 PM  VT  Essex  Island Pond      44.81280  -71.89020  SNOW  3.0  Inch  Co-Op Observer  Storm Total Snow
2/04/2025   600 AM  VT  Franklin  Montgomery  4  ESE  44.87660  -72.56230  SNOW  5.8  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   704 AM  VT  Franklin  Saint Albans      44.81088  -73.08319  SNOW  3.5  Inch  Public  Storm Total Snow
2/04/2025   700 AM  VT  Franklin  Enosburg Falls  3  N  44.94470  -72.79690  SNOW  2.8  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   825 AM  VT  Franklin  Fairfax  5  WNW  44.66530  -73.00880  SNOW  2.6  Inch  CoCoRaHS  Storm Total Snow
2/04/2025   451 AM  VT  Franklin  Enosburg Falls      44.90960  -72.81370  SNOW  2.0  Inch  Co-Op Observer  Storm Total Snow
2/04/2025   705 AM  VT  Franklin  Swanton      44.92150  -73.12100  SNOW  1.0  Inch  Public  Storm Total Snow
2/03/2025   457 PM  VT  Franklin  Swanton  3  SW  44.88800  -73.16710  SNOW  1.0  Inch  CoCoRaHS  Storm Total Snow
