0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1/21/2025,1230 PM, AL, Baldwin, Foley, , , 30.4076, -87.6817, SNOW_24, 1.5, Inch, Trained Spotter, 24 hour snowfall,
1/21/2025,1221 PM, AL, Baldwin, Fairhope, , , 30.5207, -87.9088, SNOW_24, 2, Inch, Public, 24 hour snowfall,
1/21/2025,0100 PM, AL, Baldwin, Daphne, , , 30.6046, -87.8994, SNOW_24, 3, Inch, Trained Spotter, 24 hour snowfall,
1/21/2025,0331 PM, AL, Baldwin, Robertsdale, , , 30.5517, -87.7089, SNOW_24, 4, Inch, Emergency Mngr, 24 hour snowfall,
1/21/2025,0330 PM, AL, Baldwin, Foley, , , 30.4085, -87.6821, SNOW_24, 4.5, Inch, Trained Spotter, 24 hour snowfall,
1/21/2025,0300 PM, AL, Baldwin, Bay Minette, , , 30.8838, -87.7721, SNOW_24, 5, Inch, Fire Dept/Rescue, 24 hour snowfall,
1/21/2025,0900 PM, AL, Baldwin, 3 E Fort Morgan, , , 30.2318, -87.9776, SNOW_24, 5.0, Inch, Cocorahs, 24 hour snowfall,
1/21/2025,0900 PM, AL, Baldwin, 2 ESE Bon Secour, , , 30.3068, -87.6923, SNOW_24, 5.5, Inch, Cocorahs, 24 hour snowfall,
1/21/2025,0900 PM, AL, Baldwin, 1 W Bay Minette, , , 30.8844, -87.785, SNOW_24, 6, Inch, CO-OP Observer, 24 hour snowfall,
1/21/2025,0900 PM, AL, Baldwin, 2 SSW Foley, , , 30.3785, -87.6984, SNOW_24, 6.0, Inch, Cocorahs, 24 hour snowfall,
1/21/2025,0900 PM, AL, Baldwin, 2 SSW Miflin, , , 30.3484, -87.624, SNOW_24, 6.2, Inch, Cocorahs, 24 hour snowfall,
1/21/2025,0900 PM, AL, Baldwin, 3 SE Fairhope, , , 30.4913, -87.8747, SNOW_24, 6.3, Inch, Cocorahs, 24 hour snowfall,
1/21/2025,0625 PM, AL, Baldwin, Orange Beach, , , 30.2872, -87.5747, SNOW_24, 6.5, Inch, Broadcast Media, 24 hour snowfall,
1/21/2025,0515 PM, AL, Baldwin, 2 SE Malbis, , , 30.638, -87.8343, SNOW_24, 7, Inch, NWS Employee, 24 hour snowfall,
1/21/2025,0515 PM, AL, Baldwin, 1 ESE Montrose, , , 30.5622, -87.8906, SNOW_24, 7, Inch, NWS Employee, 24 hour snowfall,
1/21/2025,0700 PM, AL, Baldwin, Robertsdale, , , 30.5487, -87.7139, SNOW_24, 7, Inch, NWS Employee, 24 hour snowfall,
1/21/2025,0900 PM, AL, Baldwin, Daphne, , , 30.608, -87.9086, SNOW_24, 7.0, Inch, Cocorahs, 24 hour snowfall,
1/21/2025,0900 PM, AL, Baldwin, 1 W Foley, , , 30.4043, -87.7017, SNOW_24, 7.0, Inch, Cocorahs, 24 hour snowfall,
1/21/2025,0800 PM, AL, Baldwin, Daphne, , , 30.6031, -87.9037, SNOW_24, 7.3, Inch, Public, 24 hour snowfall,
1/21/2025,0800 PM, AL, Baldwin, 4 ENE Montrose, , , 30.5843, -87.8427, SNOW_24, 7.5, Inch, Cocorahs, 24 hour snowfall,
1/21/2025,0800 PM, AL, Baldwin, 1 NE Spanish Fort, , , 30.6845, -87.8685, SNOW_24, 7.5, Inch, Cocorahs, 24 hour snowfall,
1/21/2025,0800 PM, AL, Baldwin, 2 WSW Marlow, , , 30.4515, -87.8287, SNOW_24, 7.8, Inch, Cocorahs, 24 hour snowfall,
1/21/2025,0520 PM, AL, Baldwin, 1 S Clay City, , , 30.4733, -87.8049, SNOW_24, 8, Inch, Broadcast Media, 24 hour snowfall,
1/21/2025,0800 PM, AL, Baldwin, 3 ESE Montrose, , , 30.5557, -87.8565, SNOW_24, 8, Inch, Cocorahs, 24 hour snowfall,
