header_line
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14
2/06/2025 0700 AM  CT  Litchfield  Canaan 4.2 ESE      42.0096  -73.256  SNOW_24  0.2  Inch  COCORAHS  24 hour snowfall
2/06/2025 0700 AM  CT  Litchfield  New Hartford Center 3.2 SW      41.8417  -73.0092  SNOW_24  0.4  Inch  COCORAHS  24 hour snowfall
2/06/2025 0700 AM  CT  Litchfield  Bakersville      41.8417  -73.0103  SNOW_24  0.4  Inch  COOP  24 hour snowfall
2/06/2025 0700 AM  CT  Litchfield  Warren 2.4 WNW      41.7549  -73.3928  SNOW_24  0.8  Inch  COCORAHS  24 hour snowfall
2/06/2025 0700 AM  CT  Litchfield  New Milford 3.1 WNW      41.5978  -73.4657  SNOW_24  0.8  Inch  COCORAHS  24 hour snowfall
2/06/2025 0800 AM  CT  Litchfield  Norfolk      41.9725  -73.2208  SNOW_24  1  Inch  COOP  24 hour snowfall
2/06/2025 0930 AM  CT  Litchfield  Torrington      41.806  -73.1134  SNOW_24  1.2  Inch  Trained Spotter  24 hour snowfall
2/06/2025 0800 AM  CT  Litchfield  New Milford 5.3 SSW      41.5147  -73.436  SNOW_24  1.5  Inch  COCORAHS  24 hour snowfall
2/06/2025 0840 AM  CT  Litchfield  3 SSW New Preston      41.6416  -73.3856  SNOW_24  1.6  Inch  Trained Spotter  24 hour snowfall
2/06/2025 0700 AM  MA  Berkshire  Cheshire 2.6 N      42.5939  -73.1506  SNOW_24  0.001  Inch  COCORAHS  24 hour snowfall
2/06/2025 0700 AM  MA  Berkshire  Cheshire 0.5 NNW      42.5632  -73.157  SNOW_24  0.001  Inch  COCORAHS  24 hour snowfall
2/06/2025 1214 PM  MA  Berkshire  Great Barrington      42.1945  -73.3565  SNOW_24  0.8  Inch  Trained Spotter  24 hour snowfall
2/06/2025 0100 PM  MA  Berkshire  Becket      42.3333  -73.0865  SNOW  0.8  Inch  null  Storm total snowfall
2/06/2025 1038 AM  MA  Berkshire  3 WSW Housatonic      42.236  -73.4136  SNOW_24  1.0  Inch  Trained Spotter  24 hour snowfall
