header_line
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14
1/30/2025 0741 AM  NM  Bernalillo  4 NW Sandia Park      35.207  -106.414  SNOW_24  1.0  Inch  Public  24 hour snowfall
1/30/2025 0900 AM  NM  Bernalillo  Sandia Park 0.5 S      35.1613  -106.3669  SNOW_24  1.2  Inch  COCORAHS  24 hour snowfall
1/30/2025 0700 AM  NM  Bernalillo  Sandia Heights 0.5 S      35.1693  -106.4921  SNOW_24  1.3  Inch  COCORAHS  24 hour snowfall
1/28/2025 1146 PM  NM  Catron  Red Hill 3.2 NW      34.2614  -108.9078  SNOW_24  1  Inch  COCORAHS  24 hour snowfall
1/29/2025 0859 AM  NM  Catron  6 WSW Red Hill      34.1907  -108.9766  SNOW_24  2.5  Inch  Public  24 hour snowfall
1/31/2025 0800 AM  NM  Catron  Quemado 8.0 NE      34.4349  -108.4088  SNOW_72  2.7  Inch  COCORAHS  72 hour snowfall
1/30/2025 0802 AM  NM  Catron  6 ESE Mogollon      33.358372  -108.695427  SNOW_24  6.0  Inch  Other Federal  24 hour snowfall
1/30/2025 0238 PM  NM  Catron  Old Horse Springs 19 SSE (Pelona Mountain)      33.6938  -108.0616  PKGUST  41  mph  RAWS  Peak Wind Gust
1/30/2025 1011 PM  NM  Catron  Datil 11 NNE (Datil)      34.2925  -107.7681  PKGUST  41  mph  RAWS  Peak Wind Gust
1/30/2025 0237 PM  NM  Chaves  Bitter Lake WL Refuge 14 NNE (Eight Mile Draw)      33.6506  -104.3213  PKGUST  43  mph  RAWS  Peak Wind Gust
1/30/2025 1222 PM  NM  Chaves  Roswell Air Center      33.3  -104.5  PKGUST  48  mph  ASOS  Peak Wind Gust
1/31/2025 0700 AM  NM  Cibola  Ramah 3.1 ENE      35.1439  -108.439  SNOW_72  1  Inch  COCORAHS  72 hour snowfall
1/29/2025 1200 PM  NM  Cibola  San Fidel      35.08  -107.6  SNOW_24  1  Inch  Public  24 hour snowfall
1/31/2025 0700 AM  NM  Cibola  Grants 1.6 NE      35.1697  -107.8175  SNOW_72  3.6  Inch  COCORAHS  72 hour snowfall
1/30/2025 1033 AM  NM  Cibola  New Laguna 1 N (Laguna)      35.052  -107.4234  PKGUST  43  mph  RAWS  Peak Wind Gust
1/30/2025 0757 AM  NM  Colfax  5 S Cimarron Canyon State Park      36.46191  -105.174751  SNOW_24  3.0  Inch  Other Federal  24 hour snowfall
1/31/2025 0552 AM  NM  Colfax  3 E Angel Fire      36.38  -105.24  SNOW_24  9  Inch  Public  24 hour snowfall
1/30/2025 0514 PM  NM  Colfax  Raton Crews Airport      36.7333  -104.5  PKGUST  45  mph  ASOS  Peak Wind Gust
